"Timestamp","1.   Jakie studia ukończyłaś/-eś?","2. 	Czy określiłabyś/-łbyś kognitywistykę jako Twój podstawowy kierunek studiów? ","3. 	Czy ukończyłeś jeszcze inne kierunki studiów?","4.	W jakim ośrodku zakończyłaś/-eś studia licencjackie w zakresie kognitywistyki?","5.	W którym roku zakończyłaś/-eś studia?","6.	Które określenie najlepiej opisuje specjalizację zrealizowaną w obrębie Twoich studiów w zakresie kognitywistyki?","7.	Czy ukończyłeś również studia licencjackie w zakresie kognitywistyki?","9.	W którym roku zakończyłaś/-eś studia?","8	W jakim ośrodku zakończyłaś/-eś studia magisterskie w zakresie kognitywistyki?","10.	Które określenia najlepiej opisują specjalizację zrealizowaną w obrębie Twoich studiów w zakresie kognitywistyki?","11. 	Co uważasz za najmocniejszą stronę studiów z kognitywistyki?","12.  	Co uważasz za najsłabszą stronę studiów z kognitywistyki?","13.	Jak oceniasz w jakim stopniu studia na kognitywistyce przygotowały Cię do wejścia na rynek pracy?","14. 	Jak można lepiej przygotowywać studentów kognitywistyki do wejścia na rynek pracy?","15. Czy jesteś aktywna/-y zawodowo?","16. 	Jak oceniasz stopień trudności znalezienia pracy w Polsce ogólnie?","17.	Ile czasu potrzebowałaś/-eś by znaleźć pracę po ukończeniu studiów?","18.	W jaki sposób szukałaś/-eś pracy?","19.	Czy musiałaś/-eś zmienić miejsce zamieszkania po ukończeniu studiów wyłącznie po to żeby znaleźć pracę?","20. 	Czy musiałaś/-eś się doszkolić lub przekwalifikować żeby znaleźć zadowalającą pracę?","21.	Czy musiałaś/-eś się doszkolić by znaleźć pracę (rozwinąć kompetencje nabyte w trakcie studiów)? ","22.	Czy musiałaś/-eś się przekwalifikować (nabyć zupełnie nowe kompetencje)?","23.	Jaka jest Twoja obecna sytuacja zawodowa? ","24. 	 Jaki jest Twój ogólny staż pracy?","25. 	Jaki zawód obecnie wykonujesz?","26. 	Jaki zawód chciałabyś/-łbyś wykonywać?","27.	Czy wykonywana przez Ciebie praca jest zgodna z kierunkiem studiów?","28. 	Jaki jest Twój średni miesięczny dochód osobisty brutto z realizowanej pracy w złotych?","29. 	Jak bardzo jesteś zadowolona/-y ze swojej pracy?","30. 	Jak bardzo jesteś zadowolona/-y ze swoich zarobków?","31.  	Czy ponownie zdecydowałabyś/-byś się na ten kierunek studiów? ","32.	Jak często wykorzystujesz umiejętności nabyte w trakcie studiów w ramach swoich codziennych obowiązków w pracy?","33. 	Jak komentowano ukończony kierunek podczas rekrutacji do pracy?","34. 	Płeć","35. 	Wiek","36. 	Stan cywilny","37. 	Kraj zamieszkania","38. 	Wielkość miejsca zamieszkania"
"2020/05/08 3:33:12 PM GMT+2","Kognitywistyka (studia licencjackie)","Nie","Mechatronika","Uniwersytet Warszawski","2018","","","","","","Różnorodnosć myślenia","zbyt dużo filozofii","1","Zajęcia odpowiadające potrzebom rynku, UX, sztuczna inteligencja","Tak","1","","zorganizowałem sobie pracę - własna firma","Nie","Tak","Tak, poprzez inne studia;Tak, poprzez książki i inne materiały","Nie","Pracująca/-y;Studentka/-","7-12 miesięcy","Badacz","Analityk Danych","Tak","3000","4","2","2","2","4","Mężczyzna","23 - 25","Związek partnerski","","Miasto pow. 500 tys. Mieszkańców"
"2020/05/08 4:13:35 PM GMT+2","Kognitywistyka (studia magisterskie)","Tak","nie","","","","Nie","2019","Uniwersytet im. Adama Mickiewicza w Poznaniu","Informatyczne;Psychologiczne i społeczne;Zarządzanie i marketing","Uczenie myślenia","Milion bezsensownych przedmiotów teoretycznych ","2","Więcej zajęć praktycznych z umiejętności ogólnoprzydatnych na rynku pracy - przygotowania i zarządzania projektem, komunikacji, samoprezentacji podczas wystąpień.","Tak","4","Pracowałam/-em już w trakcie studiów","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Social Media (np.: LinkedIn, Facebook);Rodzina/Znajomi (wliczając programy rekomendacji wewnątrz firm)","Nie","Tak","Nie","Tak, poprzez książki i inne materiały","Pracująca/-y","3-5 lat","Badacz UX","Badacz UX","Tak","8000","5","4","4","2","5","Kobieta","23 - 25","Panna, Kawaler","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/08 4:48:23 PM GMT+2","Kognitywistyka (studia licencjackie)","Nie","w trakcie innych","Uniwersytet Warszawski","2018","Humanistyczne;Psychologiczne i społeczne","","","","","sztuczna indeligencja","zbyt dużo teorii","2","konkretniejsze przedmioty","Nie","","","","","","","","","","","","","","","","","","","Kobieta","23 - 25","Panna, Kawaler","Pl","Miasto pow. 500 tys. Mieszkańców"
"2020/05/08 5:11:14 PM GMT+2","Kognitywistyka (studia magisterskie)","Nie","Nie","","","","Nie","2019","Uniwersytet im. Adama Mickiewicza w Poznaniu","Informatyczne","Możliwości wyboru ","Za moich czasow slabe laboratoria i fakultety","1","Więcej staży, pokazywanie większej ilości możliwości  różnych dyscyplin","Tak","3","Pracowałam/-em już w trakcie studiów","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Branżowe strony internetowe i społeczności internetowe z ogłoszeniami o pracę (np.: nofluffjobs.pl);Strona internetowa pracodawcy;Biuro Karier","Tak","Tak","Tak, poprzez kurs stacjonarny;Tak, poprzez kurs online (wliczając webinary);Tak, poprzez książki i inne materiały","Tak, poprzez kurs stacjonarny;Tak, poprzez kurs online (wliczając webinary);Tak, poprzez książki i inne materiały","Pracująca/-y;Studentka/-","1-2 lata","Tester oprogramowania","Tester oprogramowania ","Tak","4000","4","3","5","3","3","Kobieta","23 - 25","Związek partnerski","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/08 5:40:40 PM GMT+2","Kognitywistyka (studia licencjackie)","Tak","Reklama","Uniwersytet Marii Curie-Skłodowskiej w Lublinie","2017","Humanistyczne;Psychologiczne i społeczne","","","","","Zorientowanie na nowoczesne technologie","Różnice programowe pomiędzy miastami studiowania, bardzo duża ilość filozofii","3","Lepiej zaprojektowany program studiów, zgodny z obecnymi trendami (np nauka pythona zamiast prologu)","Nie","","","","","","","","","","","","","","","","","","","Kobieta","26 - 30","Panna, Kawaler","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/08 6:31:21 PM GMT+2","Kognitywistyka (studia magisterskie)","Tak","","","","","Tak","2017","Uniwersytet Jagielloński w Krakowie","Informatyczne;Psychologiczne i społeczne","","","3","","Tak","3","4-6 miesięcy","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Branżowe strony internetowe i społeczności internetowe z ogłoszeniami o pracę (np.: nofluffjobs.pl);Rodzina/Znajomi (wliczając programy rekomendacji wewnątrz firm)","Nie","Nie","","","Pracująca/-y;Doktorantka/-","1-2 lata","tester gier","level designer","Tak","5500","5","5","4","3","3","Kobieta","26 - 30","Związek partnerski","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/08 7:14:19 PM GMT+2","Kognitywistyka (studia magisterskie)","Tak","Psychologia","","","","Nie","2011","Uniwersytet im. Adama Mickiewicza w Poznaniu","Psychologiczne i społeczne","Ciekawe multidyscyplinarne ","Mało konkretów ","4","Praktyka i specjalizacje wcześniej ","Tak","5","Pracowałam/-em już w trakcie studiów","Strona internetowa pracodawcy","Nie","Tak","Tak, poprzez książki i inne materiały","Tak, poprzez książki i inne materiały;Tak, praktyka w pracy ","Pracująca/-y","3-5 lat","Product owner","Product owner","Nie","7000","5","3","4","3","4","Kobieta","26 - 30","Zamężna, Żonaty","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/08 7:18:57 PM GMT+2","Kognitywistyka (studia magisterskie)","Tak","","","","","Tak","2019","Uniwersytet im. Adama Mickiewicza w Poznaniu","Informatyczne;Matematyczne;Psychologiczne i społeczne","Możliwość wyboru konkretnych ścieżek rozwoju które interesują studenta oraz ogólną otwartość na nowości naukowe ","Mało praktyki, ciężko było przeprowadzać porządne badania na naszym uniwersytecie","4","Więcej umiejętności, trochę mniej wiedzy ksiazkowej (chociaż i tak w porównaniu z innymi kierunkami jest ok)","Tak","4","Pracowałam/-em już w trakcie studiów","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Branżowe strony internetowe i społeczności internetowe z ogłoszeniami o pracę (np.: nofluffjobs.pl);Social Media (np.: LinkedIn, Facebook);Strona internetowa pracodawcy","Nie","Nie","","","Pracująca/-y","3-5 lat","Graphic Designer","Art Director","Nie","8000","5","5","4","3","5","Mężczyzna","26 - 30","Związek partnerski","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/08 8:26:56 PM GMT+2","Kognitywistyka (studia licencjackie)","Tak","Socjologia ","Uniwersytet im. Adama Mickiewicza w Poznaniu","2014","Biologiczne i przyrodnicze;Humanistyczne;Informatyczne;Psychologiczne i społeczne","","","","","Multidyscyplinarnosc ","Za dużo teorii za mało praktyki ","3","Więcej propozycji praktyk ","Nie","","","","","","","","","","","","","","","","","","","Kobieta","23 - 25","Panna, Kawaler","Polska ","Miasto pow. 500 tys. Mieszkańców"
"2020/05/08 8:33:19 PM GMT+2","Kognitywistyka (studia magisterskie)","Tak","","","","","Tak","2018","Uniwersytet Marii Curie-Skłodowskiej w Lublinie","Biologiczne i przyrodnicze;Humanistyczne;Informatyczne;Psychologiczne i społeczne","Zdobycie wiedzy poszerzającej horyzonty","Za dużo zajęć teoretycznych, za mało praktycznych oraz uczenie się przestarzałych języków programowania","4","Przywiązywanie większej wagi do przedmiotów związanych z sieciami neuronowymi oraz programowaniem.","Tak","3","4-6 miesięcy","Rodzina/Znajomi (wliczając programy rekomendacji wewnątrz firm)","Nie","Tak","Tak, poprzez książki i inne materiały","Tak, poprzez kurs online (wliczając webinary);Tak, poprzez książki i inne materiały","Pracująca/-y","7-12 miesięcy","Tester oprogramowania","archeolog","Nie","3500","4","3","5","3","3","Kobieta","26 - 30","Związek partnerski","Polska","Miasto do 500 tys. mieszkańców"
"2020/05/08 9:02:43 PM GMT+2","Kognitywistyka (studia licencjackie)","Tak","Zarzadzanie","Uniwersytet Marii Curie-Skłodowskiej w Lublinie","2015","Humanistyczne","","","","","Interdyscyplinarność","Interdyscyplinarność","2","Przygotować studentow na to, ze kognitywistyka to swietna przygoda i nauka kultury oraz plastycznoaci myslenia. Pomoze w karierze zawodowej w sposob nieoczywosty, ale nie przygotuje do konkretnego zawodu.","Tak","5","0-1 miesiąc","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Branżowe strony internetowe i społeczności internetowe z ogłoszeniami o pracę (np.: nofluffjobs.pl);Social Media (np.: LinkedIn, Facebook);Strona internetowa pracodawcy","Tak","Tak","Tak, poprzez inne studia","Tak, poprzez inne studia;Tak, poprzez książki i inne materiały","Pracująca/-y","3-5 lat","Consultant IT","Consultant IT","Tak","17000","5","4","4","4","3","Mężczyzna","26 - 30","Panna, Kawaler","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/08 9:24:13 PM GMT+2","Kognitywistyka (studia magisterskie)","Tak","Turystyka i rekreacja","","","","Tak","2017","Uniwersytet Marii Curie-Skłodowskiej w Lublinie","Informatyczne","Interdyscyplinarność","Interdyscyplinarność","3","Konkrety","Tak","3","Pracowałam/-em już w trakcie studiów","Rodzina/Znajomi (wliczając programy rekomendacji wewnątrz firm)","Nie","Nie","","","Pracująca/-y","1-2 lata","Obsługa klienta i technik help desk","Nie wiem","Tak","3000","4","2","5","3","4","Mężczyzna","26 - 30","Zamężna, Żonaty","Polska","Miasto do 500 tys. mieszkańców"
"2020/05/08 11:25:15 PM GMT+2","Kognitywistyka (studia magisterskie)","Tak","Nie","","","","Nie","2019","Uniwersytet im. Adama Mickiewicza w Poznaniu","Biologiczne i przyrodnicze;Filologiczne;Psychologiczne i społeczne","Interdyscyplinarność","Interdyscyplinarność (również :)","3","Więcej praktyki na studiach - np. współpraca z firmami i realizacja projektów pod okiem specjalistów ","Tak","4","Pracowałam/-em już w trakcie studiów","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Social Media (np.: LinkedIn, Facebook);Strona internetowa pracodawcy;Targi Pracy","Nie","Nie","","","Pracująca/-y","1-2 lata","Development and Learning Administrator","Ścieżka rozwojowa w dużych korporacjach","Tak","5000","5","5","4","2","4","Kobieta","23 - 25","Panna, Kawaler","Polska","Miasto do 500 tys. mieszkańców"
"2020/05/08 11:48:07 PM GMT+2","Kognitywistyka (studia licencjackie)","Nie","Psychologia","Uniwersytet Jagielloński w Krakowie","2017","Humanistyczne;Psychologiczne i społeczne;Zarządzanie i marketing","","","","","Interdyscyplinarność","Brak praktyczności w nauczaniu","1","Uczyć ich faktycznych zastosowań wiedzy kognitywistycznej","Tak","5","Pracowałam/-em już w trakcie studiów","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Strona internetowa pracodawcy;Rodzina/Znajomi (wliczając programy rekomendacji wewnątrz firm)","Nie","Nie","","","Pracująca/-y;Studentka/-","7-12 miesięcy","Konsultant biznesowy","Taki sam","Nie","5000","5","4","2","1","3","Mężczyzna","23 - 25","Panna, Kawaler","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/09 12:06:41 AM GMT+2","Kognitywistyka (studia magisterskie)","Tak","Pedagogika, doradztwo zawodowe i personalne ","","","","Nie","2016","Uniwersytet im. Adama Mickiewicza w Poznaniu","Biologiczne i przyrodnicze;Humanistyczne;Psychologiczne i społeczne;Filozoficzne ","Interdyscyplinarność, łącznie i przenikanie  dziedzin nauki w celu znalezienie odpowiedzi na pytania ","Wciąż wiele niewiadomych, prowadzone badania nie wyjaśniają przyczyn,","3","Praktyki studenckie, współpraca z przedsiębiorstwami, ukierunkowanie studentów pod kątem potencjalnych zawodów ","Tak","4","2-3 miesiące","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Social Media (np.: LinkedIn, Facebook);Strona internetowa pracodawcy;Targi Pracy","Nie","Nie","","","Pracująca/-y","1-2 lata","HR Specjalista","Trener, szkoleniowiec ","Nie","4200","4","4","5","4","4","Kobieta","26 - 30","Rozwiedziona, Rozwiedziony","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/09 1:01:58 AM GMT+2","Kognitywistyka (studia licencjackie)","Tak","","Uniwersytet Warszawski","2019","Psychologiczne i społeczne","","","","","wieloobszarowość","rozmycie umiejętności – nie wiadomo, co się po tym umie","4","uczyć bardziej umiejętności, a nie wiedzy; robienie konkretnych projektów, które później można wypisać w CV","Tak","3","2-3 miesiące","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Branżowe strony internetowe i społeczności internetowe z ogłoszeniami o pracę (np.: nofluffjobs.pl);Strona internetowa pracodawcy;Rodzina/Znajomi (wliczając programy rekomendacji wewnątrz firm)","Nie","Nie","","","Pracująca/-y","4-6 miesięcy","UX designer","UX resercher","Tak","4000","4","3","4","4","3","Kobieta","23 - 25","Związek partnerski","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/09 7:25:56 AM GMT+2","Kognitywistyka (studia magisterskie)","Nie","Oligofrenopedagogika ","","","","Tak","2017","Uniwersytet Mikołaja Kopernika w Toruniu","Biologiczne i przyrodnicze","Ucza analizowania zagadnien pod roznymi kątami","Sa zbyt teoretyczne, nie daja uprawnień do niczego","2","Nadawac  kwalifikacje ","Tak","3","Pracowałam/-em już w trakcie studiów","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Branżowe strony internetowe i społeczności internetowe z ogłoszeniami o pracę (np.: nofluffjobs.pl);Strona internetowa pracodawcy;Biuro Karier","Nie","Tak","Tak, poprzez inne studia","Tak, poprzez studia podyplomowe","Pracująca/-y","3-5 lat","Terapeuta behawioralny","Nie chce go zmieniac","Tak","4000","4","4","1","2","3","Kobieta","26 - 30","Panna, Kawaler","Polska ","Miasto do 500 tys. mieszkańców"
"2020/05/09 11:13:00 AM GMT+2","Kognitywistyka (studia magisterskie)","Tak","Psychologia ","","","","Nie","2016","Uniwersytet im. Adama Mickiewicza w Poznaniu","Biologiczne i przyrodnicze;Psychologiczne i społeczne","Multidyscyplinarnosc","Uczyliśmy się wielu bardzo ważnych rzeczy, ale nie zawsze jasne było dlaczego (kontekst, do czego ta wiedza może służyć)","4","Organizować więcej współpracy z firmami i mozliwosci staży, zapraszanie aktywnych zawodowo osób na wykłady - pokazywanie mozliwosci ścieżek rozwoju","Tak","3","2-3 miesiące","Pracuje naukowo wiec aplikowałam bezpośrednio do grup naukowych, które mnie interesowały lub przez programy rekrutacji na studia doktoranckie","Tak","Nie","","","Pracująca/-y;Doktorantka/-","1-2 lata","Doktorantka ","W przyszłości chciałbym połączyć prace naukowa z kliniczna (neuropsychologia)","Tak","15000","5","5","5","3","4","Kobieta","26 - 30","Panna, Kawaler","Szwajcaria","Miasto pow. 500 tys. Mieszkańców"
"2020/05/09 6:40:03 PM GMT+2","Kognitywistyka (studia licencjackie)","Tak","","Uniwersytet Jagielloński w Krakowie","2019","Humanistyczne;Psychologiczne i społeczne;Filozoficzne","","","","","Interdyscyplinarność i możliwość znalezienia własnej niszy","Lekcaważące podejście do wiele ""składowych"" - kursy realizowane bardzo pobieżnie bądź dotykające przestarzałej tematyki","3","","Nie","","","","","","","","","","","","","","","","","","","Mężczyzna","23 - 25","Panna, Kawaler","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/09 8:32:53 PM GMT+2","Kognitywistyka (studia licencjackie)","Tak","Tak, II stopień z pedagogiki przedszkolnej i wczesnoszkolnej. ","Uniwersytet Jagielloński w Krakowie","2015","Informatyczne;Filozoficzne","","","","","Przygotowanie do pracy naukowej. ","Nie widzę słabych :) ","5","Może trochę więcej aspektów informatycznych? Jest na to popyt. ","Tak","4","Pracowałam/-em już w trakcie studiów","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Social Media (np.: LinkedIn, Facebook)","Nie","Nie","","","Pracująca/-y;Doktorantka/-","1-2 lata","Referent ds. projektów naukowych ","W branży IT :) ","Nie","3100","2","2","5","4","3","Kobieta","26 - 30","Zamężna, Żonaty","Polska","Wieś"
"2020/05/09 10:49:30 PM GMT+2","Kognitywistyka (studia licencjackie)","","Tak, e-biznes na SGH","Uniwersytet Marii Curie-Skłodowskiej w Lublinie","2016","Filologiczne","","","","","Zajęcia z neurobiologii ","Brak przełożenia na praktykę, mało neurobiologii ","1","Więcej praktyki ","Tak","5","Pracowałam/-em już w trakcie studiów","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Branżowe strony internetowe i społeczności internetowe z ogłoszeniami o pracę (np.: nofluffjobs.pl);Social Media (np.: LinkedIn, Facebook)","Tak","Tak","Tak, poprzez bootcamp (programistyczny, UX-owy, dowolny);Tak, poprzez kurs online (wliczając webinary)","Tak, poprzez bootcamp (programistyczny, UX-owy, dowolny);Tak, poprzez kurs online (wliczając webinary)","Pracująca/-y","3-5 lat","Data Scientist","Data Scientist","Nie","7000","5","4","1","1","3","Mężczyzna","26 - 30","Panna, Kawaler","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/10 2:21:09 PM GMT+2","Kognitywistyka (studia licencjackie)","Nie","","Uniwersytet Marii Curie-Skłodowskiej w Lublinie","2018","Informatyczne","","","","","","brak konkretnych praktycznych umiejętności, zbyt dużo archaicznej wiedzy.","1","Praktyki, możliwość wyboru ścieżki zainteresowań połączonej z przyszłym zawodem, mniejszy nacisk na wiedze teoretyczną, większy na praktyczną z umiejętnym wykorzystaniem.","Tak","3","2-3 miesiące","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl)","Tak","Tak","Tak, poprzez inne studia","Tak, poprzez inne studia","Pracująca/-y;Studentka/-","1-2 lata","Młodszy specjalista ds. audio-video","obecny jest satysfakcjonujący","Nie","4000 ","3","2","1","2","3","Mężczyzna","23 - 25","Związek partnerski","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/10 4:40:58 PM GMT+2","Kognitywistyka (studia licencjackie)","Nie","Fizjoterapia ","Uniwersytet Jagielloński w Krakowie","2017","Informatyczne;Matematyczne;Psychologiczne i społeczne;Zarządzanie i marketing","","","","","Interdyscyplinarność ","Filozofia ","3","Specjalizacja ","Nie","","","","","","","","","","","","","","","","","","","Kobieta","23 - 25","Zamężna, Żonaty","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/10 6:51:17 PM GMT+2","Kognitywistyka (studia magisterskie)","Tak","","","","","Nie","2019","Uniwersytet im. Adama Mickiewicza w Poznaniu","Humanistyczne;Informatyczne;Matematyczne;Psychologiczne i społeczne","Multidyscyplinarność","Brak możliwości wybrania specjalizacji na UAM, zbyt dużo przedmiotów związanych z filozofią.","4","Uczyć obsługi większej liczby programów (oprócz SPSS i Axure), lepiej przygotować zajęcia uczące programowania, nie każdy jest w stanie szybko ""złapać"" na czym ono polega, a z takiego założenia wychodzą prowadzący te przedmioty.","Tak","3","2-3 miesiące","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Branżowe strony internetowe i społeczności internetowe z ogłoszeniami o pracę (np.: nofluffjobs.pl);Social Media (np.: LinkedIn, Facebook);Strona internetowa pracodawcy","Nie","Nie","","","Pracująca/-y","0-3 miesiące","Analityk kampanii reklamowych na Facebook'u/młodszy specjalista marketingu","Analityk (Facebook, Google)/UX researcher","Tak","2990","3","2","3","3","3","Kobieta","23 - 25","Związek partnerski","Polska","Miasto do 500 tys. mieszkańców"
"2020/05/10 7:00:43 PM GMT+2","Kognitywistyka (studia magisterskie)","Tak","","","","","Tak","2019","Uniwersytet Mikołaja Kopernika w Toruniu","Biologiczne i przyrodnicze;Informatyczne;Psychologiczne i społeczne","Rozwijanie umiejętności i wiedzy przyszłości","Brak większej świadomości w Polsce na temat tego kierunku. Nadal wielu ludzi i pracodawców nie wie czym jest kognitywistyka.","3","Poprzez lepsze praktyki zawodowe oraz spotkania z pracodawcami","Tak","2","7-9 miesięcy","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Branżowe strony internetowe i społeczności internetowe z ogłoszeniami o pracę (np.: nofluffjobs.pl);Strona internetowa pracodawcy;Urząd Pracy;Rodzina/Znajomi (wliczając programy rekomendacji wewnątrz firm)","Tak","Nie","","","Pracująca/-y;Praca na zlecenie, nie związana z kognitywistyka. Grafika reklamowa i 3D","0-3 miesiące","Social media specialist, 3D graphic designer, graphic designer","Scientist, UX researcher, VR designer/researcher","Nie","500","2","2","5","4","5","Kobieta","26 - 30","Panna, Kawaler","Wielka Brytania / Polska","Miasto do 20 tys. mieszkańców"
"2020/05/11 1:42:12 PM GMT+2","Kognitywistyka (studia magisterskie)","Tak","","","","","Nie","2019","Uniwersytet im. Adama Mickiewicza w Poznaniu","Informatyczne;Psychologiczne i społeczne;Zarządzanie i marketing","Różnorodność i krytyczność","Brak zawodu","4","Praktyki podczas studiów, spotkania z pracodawcami, możliwość wybierania interesujących przedmiotów/laboratoriów a nie uczestnictwo w jakichś tylko dlatego, że na interesujących nas już zabrakło miejsc","Tak","3","Pracowałam/-em już w trakcie studiów","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Branżowe strony internetowe i społeczności internetowe z ogłoszeniami o pracę (np.: nofluffjobs.pl);Social Media (np.: LinkedIn, Facebook);Strona internetowa pracodawcy;Biuro Karier;Targi Pracy;Agencja pośrednictwa pracy;Rodzina/Znajomi (wliczając programy rekomendacji wewnątrz firm)","Nie","Tak","Tak, poprzez kurs online (wliczając webinary);Tak, poprzez książki i inne materiały","Tak, poprzez kurs online (wliczając webinary);Tak, poprzez książki i inne materiały","Pracująca/-y","1-2 lata","SEO Specialist","UX Researcher","Tak","3700","4","3","5","4","5","Kobieta","23 - 25","Panna, Kawaler","Polska","Miasto pow. 500 tys. Mieszkańców"
"2020/05/12 12:38:22 PM GMT+2","Kognitywistyka (studia licencjackie)","Tak","","Uniwersytet Marii Curie-Skłodowskiej w Lublinie","2015","Informatyczne","","","","","zajęcia z Logiki, Sieci Neuronowych i programowanie w LISP","Wszystkie humanistyczne przedmioty i nieegzekwowanie wiedzy","1","Uczyć nowożytnych języków programowania albo obsługi programów do projektowania aplikacji, utworzyć specjalizacje UX Designer/UX Developer","Tak","2","Pracowałam/-em już w trakcie studiów","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Branżowe strony internetowe i społeczności internetowe z ogłoszeniami o pracę (np.: nofluffjobs.pl);Social Media (np.: LinkedIn, Facebook);Strona internetowa pracodawcy;Targi Pracy","Nie","Tak","Nie","Tak, poprzez bootcamp (programistyczny, UX-owy, dowolny)","Pracująca/-y","3-5 lat","Programista aplikacji WEB'owych","Programista fullstack","Nie","5000","4","2","5","1","4","Kobieta","26 - 30","Panna, Kawaler","Polska","Wieś"
"2020/05/13 1:40:59 PM GMT+2","Kognitywistyka (studia licencjackie)","Tak","","Uniwersytet w Białymstoku ","2018","Biologiczne i przyrodnicze;Informatyczne;Psychologiczne i społeczne","","","","","Wiedza z różnych obszarów ","Bardzo mała ilość zajęć praktycznych ","3","Większa ilość zajęć praktycznych","Tak","4","Pracowałam/-em już w trakcie studiów","Ogólne strony internetowe z ogłoszeniami o pracę (np.: pracuj.pl, goldenline.pl);Social Media (np.: LinkedIn, Facebook);Rodzina/Znajomi (wliczając programy rekomendacji wewnątrz firm)","Nie","Nie","","","Pracująca/-y;Studentka/-","3-5 lat","Rejestratorka medyczna","Pracownik naukowy","Nie","3500","4","4","5","3","3","Kobieta","23 - 25","Zamężna, Żonaty","Polska","Wieś"
"2020/05/13 8:34:22 PM GMT+2","Kognitywistyka (studia licencjackie)","Tak","","Uniwersytet w Białymstoku","2018","Biologiczne i przyrodnicze;Humanistyczne;Psychologiczne i społeczne","","","","","Interdyscyplinarność","Mała wiedza czym jest kognitywistyka w społeczeństwie ","3","Zrobić po prostu warsztaty Kognitywiści na rynku pracy, gdzie każdy będzie mogł przyjrzeć się swoim zainteresowaniom i umiejętnościom z punktu wiedzenia potencjalnego pracodawcy i co ma mu do zaoferowania ","Nie","","","","","","","","","","","","","","","","","","","Kobieta","23 - 25","Związek partnerski","Polska","Miasto do 500 tys. mieszkańców"
"2020/05/13 9:59:32 PM GMT+2","Kognitywistyka (studia licencjackie)","Tak","","Uniwersytet w Białymstoku","2019","Humanistyczne","","","","","Przez to, że jest dość świeżym kierunkiem studiów, wykładowcy są bardzo otwarci.","Jest zbyt ogólna. Powinny być specjalizacje, czyli kognitywistyka ukierunkowana tylko na sztuczną inteligencję, itp","3","Praktyki","Nie","","","","","","","","","","","","","","","","","","","Kobieta","19 - 22","Związek partnerski","Polska","Miasto do 500 tys. mieszkańców"
"2020/05/16 4:33:59 PM GMT+2","Kognitywistyka (studia magisterskie)","Tak","Psychologia","","","","Tak","2019","Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie","Ekonomiczne;Humanistyczne;Psychologiczne i społeczne;Zarządzanie i marketing","Wielość frontów rozwoju ","Czasem jest to rozmycie z pomieszaniem","4","Może więcej praktycznych zajęć. ","Tak","5","Pracowałam/-em już w trakcie studiów","Branżowe strony internetowe i społeczności internetowe z ogłoszeniami o pracę (np.: nofluffjobs.pl);Strona internetowa pracodawcy;Biuro Karier;Targi Pracy","Nie","Nie","","","Pracująca/-y","1-2 lata","","","Tak","3200","4","5","5","4","3","Kobieta","26 - 30","Związek partnerski","Polska","Miasto do 500 tys. mieszkańców"
